Pk_Tournament;Player Name;Tournament Name;Round Reached;Matches Played;Points Earned;PrizePoll;categorie;country;Matches Won
606;Noa Canovas;Qatar Major;Round of 32;2;90;1029558.00;Major;Qatar;1
607;Alix Collombon;Qatar Major;Round of 32;2;90;1029558.00;Major;Qatar;1
608;Carolina Orsi;Qatar Major;Round of 32;2;90;1029558.00;Major;Qatar;1
609;Sofia Araujo;Qatar Major;Round of 32;2;90;1029558.00;Major;Qatar;1
610;Ariana Sanchez;Paris Major;Winner;6;2000;1029558.00;Major;France;6
611;Paula Josemaria;Paris Major;Winner;6;2000;1029558.00;Major;France;6
612;Gemma Triay;Paris Major;Final;6;1200;1029558.00;Major;France;5
613;Delfina Brea;Paris Major;Final;6;1200;1029558.00;Major;France;5
614;Bea Gonzalez;Paris Major;Semifinals;5;720;1029558.00;Major;France;4
615;Claudia Fernandez;Paris Major;Semifinals;5;720;1029558.00;Major;France;4
616;Marta Ortega;Paris Major;Semifinals;5;720;1029558.00;Major;France;4
617;Lucia Sainz;Paris Major;Semifinals;5;720;1029558.00;Major;France;4
618;Jessica Castello;Paris Major;Quarterfinals;4;360;1029558.00;Major;France;3
619;Veronica Virseda;Paris Major;Quarterfinals;4;360;1029558.00;Major;France;3
620;Mapi Sanchez Alayeto;Paris Major;Quarterfinals;4;360;1029558.00;Major;France;3
621;Alejandra Salazar;Paris Major;Quarterfinals;4;360;1029558.00;Major;France;3
622;Aranzazu Osoro;Paris Major;Quarterfinals;4;360;1029558.00;Major;France;3
623;Tamara Icardo;Paris Major;Quarterfinals;4;360;1029558.00;Major;France;3
624;Claudia Jensen;Paris Major;Quarterfinals;4;360;1029558.00;Major;France;3
625;Sara Ruiz;Paris Major;Quarterfinals;4;360;1029558.00;Major;France;3
626;Patricia Llaguno;Paris Major;Round of 16;3;180;1029558.00;Major;France;2
627;Alejandra Alonso;Paris Major;Round of 16;3;180;1029558.00;Major;France;2
628;Lorena Rufo;Paris Major;Round of 16;3;180;1029558.00;Major;France;2
629;Nela Brito;Paris Major;Round of 16;3;180;1029558.00;Major;France;2
630;Giorgia Marchetti;Paris Major;Round of 16;3;180;1029558.00;Major;France;2
631;Andrea Ustero;Paris Major;Round of 16;3;180;1029558.00;Major;France;2
632;Victoria Iglesias;Paris Major;Round of 16;3;180;1029558.00;Major;France;2
633;Isabel Dominguez;Paris Major;Round of 16;3;180;1029558.00;Major;France;2
634;Jimena Velasco;Paris Major;Round of 16;3;180;1029558.00;Major;France;2
635;Manuela Schuck;Paris Major;Round of 16;3;180;1029558.00;Major;France;2
636;Chiara Pappacena;Paris Major;Round of 16;3;180;1029558.00;Major;France;2
637;Teresa Navarro;Paris Major;Round of 16;3;180;1029558.00;Major;France;2
638;Noa Canovas;Paris Major;Round of 32;2;90;1029558.00;Major;France;1
639;Alix Collombon;Paris Major;Round of 32;2;90;1029558.00;Major;France;1
640;Carolina Orsi;Paris Major;Round of 32;2;90;1029558.00;Major;France;1
641;Sofia Araujo;Paris Major;Round of 32;2;90;1029558.00;Major;France;1
642;Carla Mesa;Paris Major;Round of 32;2;90;1029558.00;Major;France;1
643;Carolina Navarro;Paris Major;Round of 32;2;90;1029558.00;Major;France;1
644;Julieta Bidahorria;Paris Major;Round of 32;2;90;1029558.00;Major;France;1
645;Ana Catarina Nogueira;Paris Major;Round of 32;2;90;1029558.00;Major;France;1
646;Barbara Las Heras;Paris Major;Round of 32;2;90;1029558.00;Major;France;1
647;Eli Amatriain;Paris Major;Round of 32;2;90;1029558.00;Major;France;1
648;Virginia Riera;Paris Major;Round of 32;2;90;1029558.00;Major;France;1
649;Noemi Aguilar;Paris Major;Round of 32;2;90;1029558.00;Major;France;1
650;Laura Rodriguez;Paris Major;Round of 32;2;90;1029558.00;Major;France;1
651;Sandra Bellver;Paris Major;Round of 32;2;90;1029558.00;Major;France;1
652;Silvia Zarza;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
653;Valeria Atencia Montes;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
654;Lucia Perez Parra;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
655;Lea Godallier;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
656;Mariana Zingler Knies;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
657;Marta Marrero;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
658;Emily Stellato;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
659;Lucia Martinez;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
660;Beatriz Gonzalez Fernandez;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
661;Ksenia Sharifova;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
662;Carla Rodriguez Sanchez;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
663;Antonia Reyes Torrejon;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
664;Laia Rodriguez;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
665;Araceli Martinez;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
666;Ale Salazar;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
667;Claudia Fernandez;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
668;Charlotte Soubrié;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
669;Esther Carnicero;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
670;Sofia Toro-Moreno rebolledo;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
671;Isabella Curkovic Moran;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
672;Mapi Sanchez Alayeto;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
673;Sofia Sanchez;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
674;Carolina Navarro Bjork;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
675;Sara Dambrosio;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
676;Marta Ortega;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
677;Sofia Saiz;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
678;Elisabet Amatriain;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
679;Patty Llaguno;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
680;Sara Ruiz Soto;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
681;Gemma Triay;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
682;Giulia Sussarello;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
683;Eli Amatriain;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
684;Cata Tenorio;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
685;Teresa Navarro;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
686;Marta Morga Alonso;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
687;Egle Petrauskaite;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
688;Paula Josemaria;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
689;Nuria Rodriguez;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
690;Ariana Sanchez;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
691;Marina Lobo;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
692;Catarina Castro;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
693;Laura Clergue;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
694;Manuela Schuck;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
695;Jessica Castello;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
696;Sara Pujals;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
697;Cecilia Reiter;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
698;Maria Rodriguez;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
699;Audrey Casanova;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
700;Paula Eyheraguibel;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
701;Ana Fernandez de Osso;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
702;Bea Gonzalez;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
703;Tamara Icardo;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
704;Geraldine Sorel;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
705;Marianne Vandaele;Paris Major;Round of 64;1;35;1029558.00;Major;France;0
706;Ariana Sanchez;Malaga Premier Padel P1;Winner;6;1000;470000.00;P1;Spain;6
707;Paula Josemaria;Malaga Premier Padel P1;Winner;6;1000;470000.00;P1;Spain;6
708;Gemma Triay;Malaga Premier Padel P1;Final;6;600;470000.00;P1;Spain;5
709;Delfina Brea;Malaga Premier Padel P1;Final;6;600;470000.00;P1;Spain;5
710;Bea Gonzalez;Malaga Premier Padel P1;Semifinals;5;360;470000.00;P1;Spain;4
711;Claudia Fernandez;Malaga Premier Padel P1;Semifinals;5;360;470000.00;P1;Spain;4
712;Marta Ortega;Malaga Premier Padel P1;Semifinals;5;360;470000.00;P1;Spain;4
713;Lucia Sainz;Malaga Premier Padel P1;Semifinals;5;360;470000.00;P1;Spain;4
714;Jessica Castello;Malaga Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Spain;3
715;Veronica Virseda;Malaga Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Spain;3
716;Mapi Sanchez Alayeto;Malaga Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Spain;3
717;Alejandra Salazar;Malaga Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Spain;3
718;Aranzazu Osoro;Malaga Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Spain;3
719;Tamara Icardo;Malaga Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Spain;3
720;Noemi Aguilar;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
721;Claudia Jensen;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
722;Sara Ruiz;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
723;Patricia Llaguno;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
724;Alejandra Alonso;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
725;Lorena Rufo;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
726;Nela Brito;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
727;Carla Mesa;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
728;Giorgia Marchetti;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
729;Andrea Ustero;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
730;Victoria Iglesias;Malaga Premier Padel P1;Round of 32;2;45;470000.00;P1;Spain;1
731;Isabel Dominguez;Malaga Premier Padel P1;Round of 32;2;45;470000.00;P1;Spain;1
732;Jimena Velasco;Malaga Premier Padel P1;Round of 32;2;45;470000.00;P1;Spain;1
733;Manuela Schuck;Malaga Premier Padel P1;Round of 32;2;45;470000.00;P1;Spain;1
734;Chiara Pappacena;Malaga Premier Padel P1;Round of 32;2;45;470000.00;P1;Spain;1
735;Teresa Navarro;Malaga Premier Padel P1;Round of 32;2;45;470000.00;P1;Spain;1
736;Noa Canovas;Malaga Premier Padel P1;Round of 64;1;20;470000.00;P1;Spain;0
737;Alix Collombon;Malaga Premier Padel P1;Round of 64;1;20;470000.00;P1;Spain;0
738;Carolina Orsi;Malaga Premier Padel P1;Round of 64;1;20;470000.00;P1;Spain;0
739;Marta Ortega;Finland Premier Padel P2;Winner;5;500;250000.00;P2;Finland;5
740;Claudia Fernandez;Finland Premier Padel P2;Winner;5;500;250000.00;P2;Finland;5
741;Mapi Sanchez Alayeto;Finland Premier Padel P2;Final;5;300;250000.00;P2;Finland;4
742;Alejandra Salazar;Finland Premier Padel P2;Final;5;300;250000.00;P2;Finland;4
743;Jessica Castello;Finland Premier Padel P2;Semifinals;4;180;250000.00;P2;Finland;3
744;Lucia Sainz;Finland Premier Padel P2;Semifinals;4;180;250000.00;P2;Finland;3
745;Veronica Virseda;Finland Premier Padel P2;Semifinals;4;180;250000.00;P2;Finland;3
746;Patricia Llaguno;Finland Premier Padel P2;Semifinals;4;180;250000.00;P2;Finland;3
747;Aranzazu Osoro;Finland Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Finland;2
748;Tamara Icardo;Finland Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Finland;2
749;Noemi Aguilar;Finland Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Finland;2
750;Claudia Jensen;Finland Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Finland;2
751;Sara Ruiz;Finland Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Finland;2
752;Lorena Rufo;Finland Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Finland;2
753;Nela Brito;Finland Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Finland;2
959;Jaime Munoz;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
754;Giorgia Marchetti;Finland Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Finland;2
755;Alejandra Alonso;Finland Premier Padel P2;Round of 16;2;45;250000.00;P2;Finland;1
756;Isabel Dominguez;Finland Premier Padel P2;Round of 16;2;45;250000.00;P2;Finland;1
757;Ariana Sanchez;Brussels Premier Padel P2;Winner;5;500;235000.00;P2;Belgium;5
758;Paula Josemaria;Brussels Premier Padel P2;Winner;5;500;235000.00;P2;Belgium;5
759;Gemma Triay;Brussels Premier Padel P2;Final;5;300;235000.00;P2;Belgium;4
760;Delfina Brea;Brussels Premier Padel P2;Final;5;300;235000.00;P2;Belgium;4
761;Bea Gonzalez;Brussels Premier Padel P2;Semifinals;4;180;235000.00;P2;Belgium;3
762;Claudia Fernandez;Brussels Premier Padel P2;Semifinals;4;180;235000.00;P2;Belgium;3
763;Marta Ortega;Brussels Premier Padel P2;Semifinals;4;180;235000.00;P2;Belgium;3
764;Lucia Sainz;Brussels Premier Padel P2;Semifinals;4;180;235000.00;P2;Belgium;3
765;Jessica Castello;Brussels Premier Padel P2;Quarterfinals;3;90;235000.00;P2;Belgium;2
766;Veronica Virseda;Brussels Premier Padel P2;Quarterfinals;3;90;235000.00;P2;Belgium;2
767;Mapi Sanchez Alayeto;Brussels Premier Padel P2;Quarterfinals;3;90;235000.00;P2;Belgium;2
768;Alejandra Salazar;Brussels Premier Padel P2;Quarterfinals;3;90;235000.00;P2;Belgium;2
769;Aranzazu Osoro;Brussels Premier Padel P2;Quarterfinals;3;90;235000.00;P2;Belgium;2
770;Tamara Icardo;Brussels Premier Padel P2;Quarterfinals;3;90;235000.00;P2;Belgium;2
771;Claudia Jensen;Brussels Premier Padel P2;Round of 16;2;45;235000.00;P2;Belgium;1
772;Sara Ruiz;Brussels Premier Padel P2;Round of 16;2;45;235000.00;P2;Belgium;1
773;Ariana Sanchez;Asuncion Premier Padel P2;Winner;5;500;250000.00;P2;Paraguay;5
774;Paula Josemaria;Asuncion Premier Padel P2;Winner;5;500;250000.00;P2;Paraguay;5
775;Gemma Triay;Asuncion Premier Padel P2;Final;5;300;250000.00;P2;Paraguay;4
776;Delfina Brea;Asuncion Premier Padel P2;Final;5;300;250000.00;P2;Paraguay;4
777;Claudia Jensen;Asuncion Premier Padel P2;Semifinals;4;180;250000.00;P2;Paraguay;3
778;Sara Ruiz;Asuncion Premier Padel P2;Semifinals;4;180;250000.00;P2;Paraguay;3
779;Jessica Castello;Asuncion Premier Padel P2;Semifinals;4;180;250000.00;P2;Paraguay;3
780;Veronica Virseda;Asuncion Premier Padel P2;Semifinals;4;180;250000.00;P2;Paraguay;3
781;Bea Gonzalez;Asuncion Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Paraguay;2
782;Claudia Fernandez;Asuncion Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Paraguay;2
783;Patricia Llaguno;Asuncion Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Paraguay;2
784;Alejandra Alonso;Asuncion Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Paraguay;2
785;Mapi Sanchez Alayeto;Asuncion Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Paraguay;2
786;Alejandra Salazar;Asuncion Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Paraguay;2
787;Lorena Rufo;Asuncion Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Paraguay;2
788;Nela Brito;Asuncion Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Paraguay;2
789;Aranzazu Osoro;Asuncion Premier Padel P2;Round of 16;2;45;250000.00;P2;Paraguay;1
790;Tamara Icardo;Asuncion Premier Padel P2;Round of 16;2;45;250000.00;P2;Paraguay;1
791;Marta Ortega;Premier Padel Finals;Winner;4;1500;600000.00;Finals;Spain;4
792;Lucia Sainz;Premier Padel Finals;Winner;4;1500;600000.00;Finals;Spain;4
793;Ariana Sanchez;Premier Padel Finals;Final;3;900;600000.00;Finals;Spain;2
794;Paula Josemaria;Premier Padel Finals;Final;3;900;600000.00;Finals;Spain;2
795;Sara Ruiz;Premier Padel Finals;Semifinals;2;400;600000.00;Finals;Spain;1
796;Veronica Virseda;Premier Padel Finals;Semifinals;2;400;600000.00;Finals;Spain;1
797;Mapi Sanchez Alayeto;Premier Padel Finals;Quarterfinals;1;270;600000.00;Finals;Spain;0
798;Lorena Rufo;Premier Padel Finals;Quarterfinals;1;270;600000.00;Finals;Spain;0
799;Gemma Triay;Premier Padel Finals;Quarterfinals;1;270;600000.00;Finals;Spain;0
800;Delfina Brea;Premier Padel Finals;Quarterfinals;1;270;600000.00;Finals;Spain;0
801;Jessica Castello;Premier Padel Finals;Quarterfinals;1;270;600000.00;Finals;Spain;0
802;Bea Gonzalez;Premier Padel Finals;Quarterfinals;1;270;600000.00;Finals;Spain;0
803;Ariana Sanchez;Greenweez Paris Major Premier Padel;Winner;6;2000;525000.00;Major;France;6
804;Paula Josemaria;Greenweez Paris Major Premier Padel;Winner;6;2000;525000.00;Major;France;6
805;Gemma Triay;Greenweez Paris Major Premier Padel;Final;6;1200;525000.00;Major;France;5
806;Delfina Brea;Greenweez Paris Major Premier Padel;Final;6;1200;525000.00;Major;France;5
807;Veronica Virseda;Greenweez Paris Major Premier Padel;Semifinals;5;720;525000.00;Major;France;4
808;Sara Ruiz;Greenweez Paris Major Premier Padel;Semifinals;5;720;525000.00;Major;France;4
809;Bea Gonzalez;Greenweez Paris Major Premier Padel;Semifinals;5;720;525000.00;Major;France;4
810;Jessica Castello;Greenweez Paris Major Premier Padel;Semifinals;5;720;525000.00;Major;France;4
811;Marta Ortega;Greenweez Paris Major Premier Padel;Quarterfinals;4;360;525000.00;Major;France;3
812;Lucia Sainz;Greenweez Paris Major Premier Padel;Quarterfinals;4;360;525000.00;Major;France;3
813;Carla Mesa;Greenweez Paris Major Premier Padel;Quarterfinals;4;360;525000.00;Major;France;3
814;Claudia Jensen;Greenweez Paris Major Premier Padel;Quarterfinals;4;360;525000.00;Major;France;3
815;Mapi Sanchez Alayeto;Greenweez Paris Major Premier Padel;Quarterfinals;4;360;525000.00;Major;France;3
816;Lorena Rufo;Greenweez Paris Major Premier Padel;Quarterfinals;4;360;525000.00;Major;France;3
817;Giorgia Marchetti;Greenweez Paris Major Premier Padel;Quarterfinals;4;360;525000.00;Major;France;3
818;Claudia Fernandez;Greenweez Paris Major Premier Padel;Quarterfinals;4;360;525000.00;Major;France;3
819;Alejandra Salazar;Greenweez Paris Major Premier Padel;Round of 16;3;180;525000.00;Major;France;2
820;Nela Brito;Greenweez Paris Major Premier Padel;Round of 16;3;180;525000.00;Major;France;2
821;Andrea Ustero;Greenweez Paris Major Premier Padel;Round of 16;3;180;525000.00;Major;France;2
822;Tamara Icardo;Greenweez Paris Major Premier Padel;Round of 16;3;180;525000.00;Major;France;2
823;Alejandra Alonso;Greenweez Paris Major Premier Padel;Round of 16;3;180;525000.00;Major;France;2
824;Victoria Iglesias;Greenweez Paris Major Premier Padel;Round of 16;3;180;525000.00;Major;France;2
825;Isabel Dominguez;Greenweez Paris Major Premier Padel;Round of 16;3;180;525000.00;Major;France;2
826;Aranzazu Osoro;Greenweez Paris Major Premier Padel;Round of 16;3;180;525000.00;Major;France;2
827;Patricia Llaguno;Greenweez Paris Major Premier Padel;Round of 16;3;180;525000.00;Major;France;2
828;Jimena Velasco;Greenweez Paris Major Premier Padel;Round of 16;3;180;525000.00;Major;France;2
829;Manuela Schuck;Greenweez Paris Major Premier Padel;Round of 16;3;180;525000.00;Major;France;2
830;Chiara Pappacena;Greenweez Paris Major Premier Padel;Round of 16;3;180;525000.00;Major;France;2
831;Teresa Navarro;Greenweez Paris Major Premier Padel;Round of 32;2;90;525000.00;Major;France;1
832;Noa Canovas;Greenweez Paris Major Premier Padel;Round of 32;2;90;525000.00;Major;France;1
833;Alix Collombon;Greenweez Paris Major Premier Padel;Round of 32;2;90;525000.00;Major;France;1
834;Carolina Orsi;Greenweez Paris Major Premier Padel;Round of 32;2;90;525000.00;Major;France;1
835;Gemma Triay;BNL Italy Major Premier Padel;Winner;6;2000;525000.00;Major;Italy;6
836;Delfina Brea;BNL Italy Major Premier Padel;Winner;6;2000;525000.00;Major;Italy;6
837;Jessica Castello;BNL Italy Major Premier Padel;Final;6;1200;525000.00;Major;Italy;5
838;Veronica Virseda;BNL Italy Major Premier Padel;Final;6;1200;525000.00;Major;Italy;5
839;Ariana Sanchez;BNL Italy Major Premier Padel;Semifinals;5;720;525000.00;Major;Italy;4
840;Paula Josemaria;BNL Italy Major Premier Padel;Semifinals;5;720;525000.00;Major;Italy;4
841;Claudia Jensen;BNL Italy Major Premier Padel;Semifinals;5;720;525000.00;Major;Italy;4
842;Sara Ruiz;BNL Italy Major Premier Padel;Semifinals;5;720;525000.00;Major;Italy;4
843;Bea Gonzalez;BNL Italy Major Premier Padel;Quarterfinals;4;360;525000.00;Major;Italy;3
844;Claudia Fernandez;BNL Italy Major Premier Padel;Quarterfinals;4;360;525000.00;Major;Italy;3
845;Mapi Sanchez Alayeto;BNL Italy Major Premier Padel;Quarterfinals;4;360;525000.00;Major;Italy;3
846;Alejandra Salazar;BNL Italy Major Premier Padel;Quarterfinals;4;360;525000.00;Major;Italy;3
847;Lorena Rufo;BNL Italy Major Premier Padel;Quarterfinals;4;360;525000.00;Major;Italy;3
848;Nela Brito;BNL Italy Major Premier Padel;Quarterfinals;4;360;525000.00;Major;Italy;3
849;Manuela Schuck;BNL Italy Major Premier Padel;Quarterfinals;4;360;525000.00;Major;Italy;3
850;Chiara Pappacena;BNL Italy Major Premier Padel;Quarterfinals;4;360;525000.00;Major;Italy;3
851;Patricia Llaguno;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
852;Alejandra Alonso;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
853;Aranzazu Osoro;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
854;Tamara Icardo;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
855;Marta Ortega;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
856;Lucia Sainz;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
857;Giorgia Marchetti;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
858;Andrea Ustero;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
859;Isabel Dominguez;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
860;Alix Collombon;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
861;Sofia Araujo;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
862;Noa Canovas;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
863;Virginia Riera;BNL Italy Major Premier Padel;Round of 32;2;90;525000.00;Major;Italy;1
864;Carla Mesa;BNL Italy Major Premier Padel;Round of 32;2;90;525000.00;Major;Italy;1
865;Julieta Bidahorria;BNL Italy Major Premier Padel;Round of 32;2;90;525000.00;Major;Italy;1
866;Teresa Navarro;BNL Italy Major Premier Padel;Round of 32;2;90;525000.00;Major;Italy;1
867;Arturo Coello;Acapulco Premier Padel P1;Winner;6;1000;470000.00;P1;Mexico;6
868;Agustin Tapia;Acapulco Premier Padel P1;Winner;6;1000;470000.00;P1;Mexico;6
869;Alejandro Galan;Acapulco Premier Padel P1;Final;6;600;470000.00;P1;Mexico;5
870;Juan Lebron;Acapulco Premier Padel P1;Final;6;600;470000.00;P1;Mexico;5
871;Franco Stupaczuk;Acapulco Premier Padel P1;Semifinals;5;360;470000.00;P1;Mexico;4
872;Martin Di Nenno;Acapulco Premier Padel P1;Semifinals;5;360;470000.00;P1;Mexico;4
873;Francisco Navarro;Acapulco Premier Padel P1;Semifinals;5;360;470000.00;P1;Mexico;4
874;Carlos Daniel Gutierrez;Acapulco Premier Padel P1;Semifinals;5;360;470000.00;P1;Mexico;4
875;Jeronimo Gonzalez;Acapulco Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Mexico;3
876;Federico Chingotto;Acapulco Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Mexico;3
877;Eduardo Alonso;Acapulco Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Mexico;3
878;Alejandro Arroyo;Acapulco Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Mexico;3
879;Miguel Yanguas;Acapulco Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Mexico;3
880;Javier Garrido;Acapulco Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Mexico;3
881;Jorge Nieto;Acapulco Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Mexico;3
882;Jon Sanz;Acapulco Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Mexico;3
883;Luciano Capra;Acapulco Premier Padel P1;Round of 16;3;90;470000.00;P1;Mexico;2
884;Fernando Belasteguin;Acapulco Premier Padel P1;Round of 16;3;90;470000.00;P1;Mexico;2
885;Lucas Bergamini;Acapulco Premier Padel P1;Round of 16;3;90;470000.00;P1;Mexico;2
886;Victor Ruiz;Acapulco Premier Padel P1;Round of 16;3;90;470000.00;P1;Mexico;2
887;Ramiro Moyano;Acapulco Premier Padel P1;Round of 16;3;90;470000.00;P1;Mexico;2
888;Francisco Manuel Gil;Acapulco Premier Padel P1;Round of 16;3;90;470000.00;P1;Mexico;2
889;Maximiliano Sanchez;Acapulco Premier Padel P1;Round of 32;2;45;470000.00;P1;Mexico;1
890;Gonzalo Rubio;Acapulco Premier Padel P1;Round of 32;2;45;470000.00;P1;Mexico;1
891;Lucas Campagnolo;Acapulco Premier Padel P1;Round of 16;3;90;470000.00;P1;Mexico;2
892;Agustin Gutierrez;Acapulco Premier Padel P1;Round of 16;3;90;470000.00;P1;Mexico;2
893;Javier Rico;Acapulco Premier Padel P1;Round of 16;3;90;470000.00;P1;Mexico;2
894;Juanlu Esbri;Acapulco Premier Padel P1;Round of 16;3;90;470000.00;P1;Mexico;2
895;Antonio Fernandez;Acapulco Premier Padel P1;Round of 32;2;45;470000.00;P1;Mexico;1
896;Juan Cruz Belluati;Acapulco Premier Padel P1;Round of 32;2;45;470000.00;P1;Mexico;1
897;Pablo Cardona;Acapulco Premier Padel P1;Round of 32;2;45;470000.00;P1;Mexico;1
898;Javier Ruiz;Acapulco Premier Padel P1;Round of 32;2;45;470000.00;P1;Mexico;1
899;Arturo Coello;Asuncion Premier Padel P2;Winner;5;500;250000.00;P2;Paraguay;5
900;Agustin Tapia;Asuncion Premier Padel P2;Winner;5;500;250000.00;P2;Paraguay;5
901;Federico Chingotto;Asuncion Premier Padel P2;Final;5;300;250000.00;P2;Paraguay;4
